"WebID","WebScale","WebUnit","PredTSN","PreyTSN","PredName","PreyName"
9,"T","22","97774","69731","Paguridae","Lottia"
9,"T","22","57411","70395","Nemertea","Littorina"
9,"T","22","53963","70395","Platyhelminthes","Littorina"
9,"T","22","san102","70395","Zooplankton complex","Littorina"
9,"T","22","97774","79452","Paguridae","Mytilus"
9,"T","22","89688","79452","Semibalanus cariosus","Mytilus"
9,"T","22","53963","79452","Platyhelminthes","Mytilus"
9,"T","22","san102","79452","Zooplankton complex","Mytilus"
9,"T","22","57411","89592","Nemertea","Chthamalus dalli"
9,"T","22","69731","89592","Lottia","Chthamalus dalli"
9,"T","22","san102","89592","Zooplankton complex","Chthamalus dalli"
9,"T","22","57411","89609","Nemertea","Balanus glandula"
9,"T","22","69731","89609","Lottia","Balanus glandula"
9,"T","22","san102","89609","Zooplankton complex","Balanus glandula"
9,"T","22","57411","89688","Nemertea","Semibalanus cariosus"
9,"T","22","69731","89688","Lottia","Semibalanus cariosus"
9,"T","22","san102","92283","Zooplankton complex","Sphaeromatidae"
9,"T","22","93294","93294","Amphipoda","Amphipoda"
9,"T","22","53963","93294","Platyhelminthes","Amphipoda"
9,"T","22","san102","93294","Zooplankton complex","Amphipoda"
9,"T","22","57411","93294","Nemertea","Amphipoda"
9,"T","22","97774","97774","Paguridae","Paguridae"
9,"T","22","san102","97774","Zooplankton complex","Paguridae"
9,"T","22","57411","san102","Nemertea","Zooplankton complex"
9,"T","22","89609","san102","Balanus glandula","Zooplankton complex"
9,"T","22","53963","san102","Platyhelminthes","Zooplankton complex"
9,"T","22","san267","san102","Phytoplankton complex","Zooplankton complex"
9,"T","22","48396","san102","Halichondria panicea","Zooplankton complex"
9,"T","22","97774","san102","Paguridae","Zooplankton complex"
9,"T","22","79452","san102","Mytilus","Zooplankton complex"
9,"T","22","70395","san102","Littorina","Zooplankton complex"
9,"T","22","93294","san102","Amphipoda","Zooplankton complex"
9,"T","22","89687","san102","Semibalanus balanoides","Zooplankton complex"
9,"T","22","89592","san102","Chthamalus dalli","Zooplankton complex"
9,"T","22","san102","san102","Zooplankton complex","Zooplankton complex"
9,"T","22","89688","san102","Semibalanus cariosus","Zooplankton complex"
9,"T","22","70395","san12","Littorina","Mastocarpus papillatus"
9,"T","22","93294","san12","Amphipoda","Mastocarpus papillatus"
9,"T","22","69731","san12","Lottia","Mastocarpus papillatus"
9,"T","22","93294","san21","Amphipoda","Neorhodomela"
9,"T","22","70395","san21","Littorina","Neorhodomela"
9,"T","22","70395","san252","Littorina","Brown crust complex"
9,"T","22","69731","san252","Lottia","Brown crust complex"
9,"T","22","48396","san266","Halichondria panicea","Detritus complex"
9,"T","22","89609","san266","Balanus glandula","Detritus complex"
9,"T","22","79452","san266","Mytilus","Detritus complex"
9,"T","22","89687","san266","Semibalanus balanoides","Detritus complex"
9,"T","22","89592","san266","Chthamalus dalli","Detritus complex"
9,"T","22","93294","san266","Amphipoda","Detritus complex"
9,"T","22","san102","san266","Zooplankton complex","Detritus complex"
9,"T","22","82770","san266","Prostigmata","Detritus complex"
9,"T","22","97774","san266","Paguridae","Detritus complex"
9,"T","22","70395","san266","Littorina","Detritus complex"
9,"T","22","92283","san266","Sphaeromatidae","Detritus complex"
9,"T","22","89688","san266","Semibalanus cariosus","Detritus complex"
9,"T","22","79452","san267","Mytilus","Phytoplankton complex"
9,"T","22","97774","san267","Paguridae","Phytoplankton complex"
9,"T","22","48396","san267","Halichondria panicea","Phytoplankton complex"
9,"T","22","89687","san267","Semibalanus balanoides","Phytoplankton complex"
9,"T","22","89609","san267","Balanus glandula","Phytoplankton complex"
9,"T","22","93294","san267","Amphipoda","Phytoplankton complex"
9,"T","22","568350","san267","Tectura persona","Phytoplankton complex"
9,"T","22","89592","san267","Chthamalus dalli","Phytoplankton complex"
9,"T","22","69731","san267","Lottia","Phytoplankton complex"
9,"T","22","89688","san267","Semibalanus cariosus","Phytoplankton complex"
9,"T","22","san102","san267","Zooplankton complex","Phytoplankton complex"
9,"T","22","70395","san267","Littorina","Phytoplankton complex"
9,"T","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
9,"T","22","92283","san267","Sphaeromatidae","Phytoplankton complex"
9,"T","22","san102","san272","Zooplankton complex","Biofilm complex"
9,"T","22","69731","san272","Lottia","Biofilm complex"
9,"T","22","568350","san272","Tectura persona","Biofilm complex"
9,"T","22","93294","san272","Amphipoda","Biofilm complex"
9,"T","22","70395","san272","Littorina","Biofilm complex"
1,"Q","22","93294","10824","Amphipoda","Pilayella littoralis"
1,"Q","22","93294","11289","Amphipoda","Alaria"
1,"Q","22","93294","11334","Amphipoda","Fucus"
1,"Q","22","93294","12322","Amphipoda","Corallina"
1,"Q","22","93294","13080","Amphipoda","Microcladia"
1,"Q","22","48396","202421","Halichondria panicea","Bacteria"
1,"Q","22","93294","202421","Amphipoda","Bacteria"
1,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
1,"Q","22","san102","202421","Zooplankton complex","Bacteria"
1,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
1,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
1,"Q","22","93294","2286","Amphipoda","Bacillariophyta"
1,"Q","22","93294","39074","Amphipoda","Zostera marina"
1,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
1,"Q","22","93294","601","Amphipoda","Cyanophycota"
1,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
1,"Q","22","93294","6501","Amphipoda","Ulvaceae"
1,"Q","22","93294","93294","Amphipoda","Amphipoda"
1,"Q","22","san102","93294","Zooplankton complex","Amphipoda"
1,"Q","22","93294","san102","Amphipoda","Zooplankton complex"
1,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
1,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
1,"Q","22","48396","san102","Halichondria panicea","Zooplankton complex"
1,"Q","22","68076","san102","Sabellidae","Zooplankton complex"
1,"Q","22","93294","san12","Amphipoda","Mastocarpus papillatus"
1,"Q","22","93294","san21","Amphipoda","Neorhodomela"
1,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
1,"Q","22","68076","san266","Sabellidae","Detritus complex"
1,"Q","22","93294","san266","Amphipoda","Detritus complex"
1,"Q","22","48396","san266","Halichondria panicea","Detritus complex"
1,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
1,"Q","22","48396","san267","Halichondria panicea","Phytoplankton complex"
1,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
1,"Q","22","68076","san267","Sabellidae","Phytoplankton complex"
1,"Q","22","93294","san267","Amphipoda","Phytoplankton complex"
1,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
1,"Q","22","93294","san272","Amphipoda","Biofilm complex"
2,"Q","22","93294","10824","Amphipoda","Pilayella littoralis"
2,"Q","22","93294","11334","Amphipoda","Fucus"
2,"Q","22","93294","12322","Amphipoda","Corallina"
2,"Q","22","93294","13583","Amphipoda","Odonthalia"
2,"Q","22","93294","202421","Amphipoda","Bacteria"
2,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
2,"Q","22","48396","202421","Halichondria panicea","Bacteria"
2,"Q","22","san102","202421","Zooplankton complex","Bacteria"
2,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
2,"Q","22","93294","2286","Amphipoda","Bacillariophyta"
2,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
2,"Q","22","93294","39074","Amphipoda","Zostera marina"
2,"Q","22","93294","53963","Amphipoda","Platyhelminthes"
2,"Q","22","san102","53963","Zooplankton complex","Platyhelminthes"
2,"Q","22","93294","601","Amphipoda","Cyanophycota"
2,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
2,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
2,"Q","22","93294","6501","Amphipoda","Ulvaceae"
2,"Q","22","93294","93294","Amphipoda","Amphipoda"
2,"Q","22","53963","93294","Platyhelminthes","Amphipoda"
2,"Q","22","san102","93294","Zooplankton complex","Amphipoda"
2,"Q","22","48396","san102","Halichondria panicea","Zooplankton complex"
2,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
2,"Q","22","93294","san102","Amphipoda","Zooplankton complex"
2,"Q","22","53963","san102","Platyhelminthes","Zooplankton complex"
2,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
2,"Q","22","93294","san12","Amphipoda","Mastocarpus papillatus"
2,"Q","22","93294","san21","Amphipoda","Neorhodomela"
2,"Q","22","93294","san266","Amphipoda","Detritus complex"
2,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
2,"Q","22","48396","san266","Halichondria panicea","Detritus complex"
2,"Q","22","48396","san267","Halichondria panicea","Phytoplankton complex"
2,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
2,"Q","22","93294","san267","Amphipoda","Phytoplankton complex"
2,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
2,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
2,"Q","22","93294","san272","Amphipoda","Biofilm complex"
3,"Q","22","69731","11334","Lottia","Fucus"
3,"Q","22","92283","11334","Sphaeromatidae","Fucus"
3,"Q","22","70395","11334","Littorina","Fucus"
3,"Q","22","san102","202421","Zooplankton complex","Bacteria"
3,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
3,"Q","22","568350","2286","Tectura persona","Bacillariophyta"
3,"Q","22","70395","2286","Littorina","Bacillariophyta"
3,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
3,"Q","22","89687","2286","Semibalanus balanoides","Bacillariophyta"
3,"Q","22","69731","2286","Lottia","Bacillariophyta"
3,"Q","22","97774","2286","Paguridae","Bacillariophyta"
3,"Q","22","92283","2286","Sphaeromatidae","Bacillariophyta"
3,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
3,"Q","22","79452","2286","Mytilus","Bacillariophyta"
3,"Q","22","89609","2286","Balanus glandula","Bacillariophyta"
3,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
3,"Q","22","70395","601","Littorina","Cyanophycota"
3,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
3,"Q","22","69731","601","Lottia","Cyanophycota"
3,"Q","22","97774","69731","Paguridae","Lottia"
3,"Q","22","san102","70395","Zooplankton complex","Littorina"
3,"Q","22","97774","79452","Paguridae","Mytilus"
3,"Q","22","san102","79452","Zooplankton complex","Mytilus"
3,"Q","22","san102","89592","Zooplankton complex","Chthamalus dalli"
3,"Q","22","69731","89592","Lottia","Chthamalus dalli"
3,"Q","22","san102","89609","Zooplankton complex","Balanus glandula"
3,"Q","22","69731","89609","Lottia","Balanus glandula"
3,"Q","22","san102","92283","Zooplankton complex","Sphaeromatidae"
3,"Q","22","97774","97774","Paguridae","Paguridae"
3,"Q","22","san102","97774","Zooplankton complex","Paguridae"
3,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
3,"Q","22","70395","san102","Littorina","Zooplankton complex"
3,"Q","22","89687","san102","Semibalanus balanoides","Zooplankton complex"
3,"Q","22","89609","san102","Balanus glandula","Zooplankton complex"
3,"Q","22","97774","san102","Paguridae","Zooplankton complex"
3,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
3,"Q","22","79452","san102","Mytilus","Zooplankton complex"
3,"Q","22","89592","san102","Chthamalus dalli","Zooplankton complex"
3,"Q","22","70395","san21","Littorina","Neorhodomela"
3,"Q","22","79452","san266","Mytilus","Detritus complex"
3,"Q","22","89592","san266","Chthamalus dalli","Detritus complex"
3,"Q","22","92283","san266","Sphaeromatidae","Detritus complex"
3,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
3,"Q","22","89609","san266","Balanus glandula","Detritus complex"
3,"Q","22","70395","san266","Littorina","Detritus complex"
3,"Q","22","97774","san266","Paguridae","Detritus complex"
3,"Q","22","89687","san266","Semibalanus balanoides","Detritus complex"
3,"Q","22","79452","san267","Mytilus","Phytoplankton complex"
3,"Q","22","89592","san267","Chthamalus dalli","Phytoplankton complex"
3,"Q","22","92283","san267","Sphaeromatidae","Phytoplankton complex"
3,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
3,"Q","22","89609","san267","Balanus glandula","Phytoplankton complex"
3,"Q","22","97774","san267","Paguridae","Phytoplankton complex"
3,"Q","22","89687","san267","Semibalanus balanoides","Phytoplankton complex"
3,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
3,"Q","22","69731","san267","Lottia","Phytoplankton complex"
3,"Q","22","70395","san267","Littorina","Phytoplankton complex"
3,"Q","22","568350","san267","Tectura persona","Phytoplankton complex"
3,"Q","22","69731","san272","Lottia","Biofilm complex"
3,"Q","22","70395","san272","Littorina","Biofilm complex"
3,"Q","22","568350","san272","Tectura persona","Biofilm complex"
3,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
4,"Q","22","93294","11334","Amphipoda","Fucus"
4,"Q","22","70395","11334","Littorina","Fucus"
4,"Q","22","69731","11334","Lottia","Fucus"
4,"Q","22","san102","202421","Zooplankton complex","Bacteria"
4,"Q","22","93294","202421","Amphipoda","Bacteria"
4,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
4,"Q","22","568350","2286","Tectura persona","Bacillariophyta"
4,"Q","22","89688","2286","Semibalanus cariosus","Bacillariophyta"
4,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
4,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
4,"Q","22","69731","2286","Lottia","Bacillariophyta"
4,"Q","22","79452","2286","Mytilus","Bacillariophyta"
4,"Q","22","70395","2286","Littorina","Bacillariophyta"
4,"Q","22","89609","2286","Balanus glandula","Bacillariophyta"
4,"Q","22","93294","2286","Amphipoda","Bacillariophyta"
4,"Q","22","93294","57411","Amphipoda","Nemertea"
4,"Q","22","89688","57411","Semibalanus cariosus","Nemertea"
4,"Q","22","57411","57411","Nemertea","Nemertea"
4,"Q","22","san102","57411","Zooplankton complex","Nemertea"
4,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
4,"Q","22","93294","601","Amphipoda","Cyanophycota"
4,"Q","22","69731","601","Lottia","Cyanophycota"
4,"Q","22","70395","601","Littorina","Cyanophycota"
4,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
4,"Q","22","57411","69731","Nemertea","Lottia"
4,"Q","22","san102","70395","Zooplankton complex","Littorina"
4,"Q","22","57411","70395","Nemertea","Littorina"
4,"Q","22","89688","79452","Semibalanus cariosus","Mytilus"
4,"Q","22","san102","79452","Zooplankton complex","Mytilus"
4,"Q","22","69731","89592","Lottia","Chthamalus dalli"
4,"Q","22","57411","89592","Nemertea","Chthamalus dalli"
4,"Q","22","san102","89592","Zooplankton complex","Chthamalus dalli"
4,"Q","22","57411","89609","Nemertea","Balanus glandula"
4,"Q","22","69731","89609","Lottia","Balanus glandula"
4,"Q","22","san102","89609","Zooplankton complex","Balanus glandula"
4,"Q","22","69731","89688","Lottia","Semibalanus cariosus"
4,"Q","22","57411","89688","Nemertea","Semibalanus cariosus"
4,"Q","22","san102","93294","Zooplankton complex","Amphipoda"
4,"Q","22","93294","93294","Amphipoda","Amphipoda"
4,"Q","22","57411","93294","Nemertea","Amphipoda"
4,"Q","22","79452","san102","Mytilus","Zooplankton complex"
4,"Q","22","89688","san102","Semibalanus cariosus","Zooplankton complex"
4,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
4,"Q","22","57411","san102","Nemertea","Zooplankton complex"
4,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
4,"Q","22","70395","san102","Littorina","Zooplankton complex"
4,"Q","22","89592","san102","Chthamalus dalli","Zooplankton complex"
4,"Q","22","93294","san102","Amphipoda","Zooplankton complex"
4,"Q","22","89609","san102","Balanus glandula","Zooplankton complex"
4,"Q","22","69731","san252","Lottia","Brown crust complex"
4,"Q","22","70395","san252","Littorina","Brown crust complex"
4,"Q","22","89609","san266","Balanus glandula","Detritus complex"
4,"Q","22","79452","san266","Mytilus","Detritus complex"
4,"Q","22","89592","san266","Chthamalus dalli","Detritus complex"
4,"Q","22","70395","san266","Littorina","Detritus complex"
4,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
4,"Q","22","89688","san266","Semibalanus cariosus","Detritus complex"
4,"Q","22","93294","san266","Amphipoda","Detritus complex"
4,"Q","22","79452","san267","Mytilus","Phytoplankton complex"
4,"Q","22","93294","san267","Amphipoda","Phytoplankton complex"
4,"Q","22","568350","san267","Tectura persona","Phytoplankton complex"
4,"Q","22","89609","san267","Balanus glandula","Phytoplankton complex"
4,"Q","22","89688","san267","Semibalanus cariosus","Phytoplankton complex"
4,"Q","22","69731","san267","Lottia","Phytoplankton complex"
4,"Q","22","89592","san267","Chthamalus dalli","Phytoplankton complex"
4,"Q","22","70395","san267","Littorina","Phytoplankton complex"
4,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
4,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
4,"Q","22","70395","san272","Littorina","Biofilm complex"
4,"Q","22","69731","san272","Lottia","Biofilm complex"
4,"Q","22","568350","san272","Tectura persona","Biofilm complex"
4,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
4,"Q","22","93294","san272","Amphipoda","Biofilm complex"
5,"Q","22","70395","11334","Littorina","Fucus"
5,"Q","22","69731","11334","Lottia","Fucus"
5,"Q","22","san102","202421","Zooplankton complex","Bacteria"
5,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
5,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
5,"Q","22","79452","2286","Mytilus","Bacillariophyta"
5,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
5,"Q","22","568350","2286","Tectura persona","Bacillariophyta"
5,"Q","22","69731","2286","Lottia","Bacillariophyta"
5,"Q","22","70395","2286","Littorina","Bacillariophyta"
5,"Q","22","89609","2286","Balanus glandula","Bacillariophyta"
5,"Q","22","70395","601","Littorina","Cyanophycota"
5,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
5,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
5,"Q","22","69731","601","Lottia","Cyanophycota"
5,"Q","22","san102","70395","Zooplankton complex","Littorina"
5,"Q","22","san102","79452","Zooplankton complex","Mytilus"
5,"Q","22","san102","89592","Zooplankton complex","Chthamalus dalli"
5,"Q","22","69731","89592","Lottia","Chthamalus dalli"
5,"Q","22","san102","89609","Zooplankton complex","Balanus glandula"
5,"Q","22","69731","89609","Lottia","Balanus glandula"
5,"Q","22","70395","san102","Littorina","Zooplankton complex"
5,"Q","22","89609","san102","Balanus glandula","Zooplankton complex"
5,"Q","22","79452","san102","Mytilus","Zooplankton complex"
5,"Q","22","89592","san102","Chthamalus dalli","Zooplankton complex"
5,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
5,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
5,"Q","22","82770","san266","Prostigmata","Detritus complex"
5,"Q","22","70395","san266","Littorina","Detritus complex"
5,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
5,"Q","22","89592","san266","Chthamalus dalli","Detritus complex"
5,"Q","22","89609","san266","Balanus glandula","Detritus complex"
5,"Q","22","79452","san266","Mytilus","Detritus complex"
5,"Q","22","568350","san267","Tectura persona","Phytoplankton complex"
5,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
5,"Q","22","69731","san267","Lottia","Phytoplankton complex"
5,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
5,"Q","22","89609","san267","Balanus glandula","Phytoplankton complex"
5,"Q","22","70395","san267","Littorina","Phytoplankton complex"
5,"Q","22","89592","san267","Chthamalus dalli","Phytoplankton complex"
5,"Q","22","79452","san267","Mytilus","Phytoplankton complex"
5,"Q","22","70395","san272","Littorina","Biofilm complex"
5,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
5,"Q","22","568350","san272","Tectura persona","Biofilm complex"
5,"Q","22","69731","san272","Lottia","Biofilm complex"
6,"Q","22","69731","11334","Lottia","Fucus"
6,"Q","22","70395","11334","Littorina","Fucus"
6,"Q","22","san102","202421","Zooplankton complex","Bacteria"
6,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
6,"Q","22","568350","2286","Tectura persona","Bacillariophyta"
6,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
6,"Q","22","89609","2286","Balanus glandula","Bacillariophyta"
6,"Q","22","70395","2286","Littorina","Bacillariophyta"
6,"Q","22","69731","2286","Lottia","Bacillariophyta"
6,"Q","22","89688","2286","Semibalanus cariosus","Bacillariophyta"
6,"Q","22","79452","2286","Mytilus","Bacillariophyta"
6,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
6,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
6,"Q","22","69731","601","Lottia","Cyanophycota"
6,"Q","22","70395","601","Littorina","Cyanophycota"
6,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
6,"Q","22","san102","70395","Zooplankton complex","Littorina"
6,"Q","22","89688","79452","Semibalanus cariosus","Mytilus"
6,"Q","22","san102","79452","Zooplankton complex","Mytilus"
6,"Q","22","69731","89592","Lottia","Chthamalus dalli"
6,"Q","22","san102","89592","Zooplankton complex","Chthamalus dalli"
6,"Q","22","69731","89609","Lottia","Balanus glandula"
6,"Q","22","san102","89609","Zooplankton complex","Balanus glandula"
6,"Q","22","69731","89688","Lottia","Semibalanus cariosus"
6,"Q","22","70395","san102","Littorina","Zooplankton complex"
6,"Q","22","79452","san102","Mytilus","Zooplankton complex"
6,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
6,"Q","22","89688","san102","Semibalanus cariosus","Zooplankton complex"
6,"Q","22","89592","san102","Chthamalus dalli","Zooplankton complex"
6,"Q","22","89609","san102","Balanus glandula","Zooplankton complex"
6,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
6,"Q","22","89609","san266","Balanus glandula","Detritus complex"
6,"Q","22","89592","san266","Chthamalus dalli","Detritus complex"
6,"Q","22","89688","san266","Semibalanus cariosus","Detritus complex"
6,"Q","22","70395","san266","Littorina","Detritus complex"
6,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
6,"Q","22","79452","san266","Mytilus","Detritus complex"
6,"Q","22","69731","san267","Lottia","Phytoplankton complex"
6,"Q","22","70395","san267","Littorina","Phytoplankton complex"
6,"Q","22","89688","san267","Semibalanus cariosus","Phytoplankton complex"
6,"Q","22","san102","san267","Zooplankton complex","Phytoplankton complex"
6,"Q","22","89592","san267","Chthamalus dalli","Phytoplankton complex"
6,"Q","22","79452","san267","Mytilus","Phytoplankton complex"
6,"Q","22","89609","san267","Balanus glandula","Phytoplankton complex"
6,"Q","22","san267","san267","Phytoplankton complex","Phytoplankton complex"
6,"Q","22","568350","san267","Tectura persona","Phytoplankton complex"
6,"Q","22","568350","san272","Tectura persona","Biofilm complex"
6,"Q","22","69731","san272","Lottia","Biofilm complex"
6,"Q","22","70395","san272","Littorina","Biofilm complex"
6,"Q","22","san102","san272","Zooplankton complex","Biofilm complex"
7,"Q","22","69731","11334","Lottia","Fucus"
7,"Q","22","70395","11334","Littorina","Fucus"
7,"Q","22","san267","202421","Phytoplankton complex","Bacteria"
7,"Q","22","san102","202421","Zooplankton complex","Bacteria"
7,"Q","22","89688","2286","Semibalanus cariosus","Bacillariophyta"
7,"Q","22","89609","2286","Balanus glandula","Bacillariophyta"
7,"Q","22","568350","2286","Tectura persona","Bacillariophyta"
7,"Q","22","69731","2286","Lottia","Bacillariophyta"
7,"Q","22","san267","2286","Phytoplankton complex","Bacillariophyta"
7,"Q","22","70395","2286","Littorina","Bacillariophyta"
7,"Q","22","san102","2286","Zooplankton complex","Bacillariophyta"
7,"Q","22","san267","601","Phytoplankton complex","Cyanophycota"
7,"Q","22","69731","601","Lottia","Cyanophycota"
7,"Q","22","san102","601","Zooplankton complex","Cyanophycota"
7,"Q","22","70395","601","Littorina","Cyanophycota"
7,"Q","22","san102","70395","Zooplankton complex","Littorina"
7,"Q","22","san102","89592","Zooplankton complex","Chthamalus dalli"
7,"Q","22","69731","89592","Lottia","Chthamalus dalli"
7,"Q","22","san102","89609","Zooplankton complex","Balanus glandula"
7,"Q","22","69731","89609","Lottia","Balanus glandula"
7,"Q","22","69731","89688","Lottia","Semibalanus cariosus"
7,"Q","22","89592","san102","Chthamalus dalli","Zooplankton complex"
7,"Q","22","70395","san102","Littorina","Zooplankton complex"
7,"Q","22","san102","san102","Zooplankton complex","Zooplankton complex"
7,"Q","22","89609","san102","Balanus glandula","Zooplankton complex"
7,"Q","22","89688","san102","Semibalanus cariosus","Zooplankton complex"
7,"Q","22","san267","san102","Phytoplankton complex","Zooplankton complex"
7,"Q","22","70395","san252","Littorina","Brown crust complex"
7,"Q","22","69731","san252","Lottia","Brown crust complex"
7,"Q","22","89592","san266","Chthamalus dalli","Detritus complex"
7,"Q","22","san102","san266","Zooplankton complex","Detritus complex"
7,"Q","22","89688","san266","Semibalanus cariosus","Detritus complex"
7,"Q","22","89609","san266","Balanus glandula","Detritus complex"
7,"Q","22","70395","san266","Littorina","Detritus complex"
7,"Q","22","568350","san267","Tectura persona","Phytoplankton complex"
7,"Q","22","69731","san267","Lottia","Phytoplankton complex"
